id,label,iri,taxon_id,taxon_label
REACT:R-HSA-3000171,Non-integrin membrane-ECM interactions,http://www.reactome.org/PathwayBrowser/#/R-HSA-3000171,,
REACT:R-HSA-390522,Striated Muscle Contraction,http://www.reactome.org/PathwayBrowser/#/R-HSA-390522,,
