index_id,id,semantic,label,semantic_id
0,MP:0005217,phenotype,abnormal pancreatic beta cell morphology,8
1,ENSEMBL:ENSMODG00000023604,gene,ENSEMBL:ENSMODG00000023604,4
2,ZP:0006389,phenotype,"retinal outer nuclear layer absent, abnormal",8
3,MONARCH:APO_0000255APO_0000249,phenotype,cell cycle progression in G1 phase:delayed,8
4,ENSEMBL:ENSACAG00000009470,gene,ENSEMBL:ENSACAG00000009470,4
5,ZP:0018637,phenotype,"atrioventricular canal mislocalised, abnormal",8
6,WBPhenotype:0001936,phenotype,resistant to protein aggregation induced paralysis,8
7,HP:0004372,phenotype,Reduced consciousness/confusion,8
8,HP:0000977,phenotype,Soft skin,8
9,WBPhenotype:0001983,phenotype,lawn leaving behavior variant,8
10,RGD:628886,gene,Optn,4
11,ZFIN:ZDB-GENE-070424-194,gene,zdhhc17,4
12,ENSEMBL:ENSECAG00000022880,gene,ENSEMBL:ENSECAG00000022880,4
13,MP:0008496,phenotype,decreased IgG2a level,8
14,ENSEMBL:ENSRNOG00000054497,gene,Taf4,4
15,ENSEMBL:ENSSSCG00000016272,gene,ENSEMBL:ENSSSCG00000016272,4
16,WBPhenotype:0002010,phenotype,protein turnover variant,8
17,ENSEMBL:ENSPTRG00000043162,gene,ENSEMBL:ENSPTRG00000043162,4
18,ZP:0004779,phenotype,"lens opaque, abnormal",8
19,WBPhenotype:0001519,phenotype,posterior cell migration variant,8
20,MP:0008770,phenotype,decreased survivor rate,8
21,MP:0013733,phenotype,squamous metaplasia of bulbourethral gland,8
22,ENSEMBL:ENSSSCG00000001410,gene,BAG6,4
23,HP:0006270,phenotype,Hypoplastic spleen,8
24,HP:0001650,phenotype,Aortic valve stenosis,8
25,ZP:0008128,phenotype,"synapse assembly disrupted, abnormal",8
26,ZP:0002810,phenotype,"swimming behavior decreased process quality, abnormal",8
27,ENSEMBL:ENSCAFG00000000641,gene,ENSEMBL:ENSCAFG00000000641,4
28,ZFIN:ZDB-GENE-030131-139,gene,rab5aa,4
29,ZFIN:ZDB-GENE-030616-178,gene,vat1,4
30,ZP:0000955,phenotype,"determination of heart left/right asymmetry disrupted, abnormal",8
31,ZP:0018340,phenotype,"axon epibranchial ganglion morphology, abnormal",8
32,ZFIN:ZDB-GENE-020326-1,gene,psma6a,4
33,ENSEMBL:ENSBTAG00000004556,gene,ENSEMBL:ENSBTAG00000004556,4
34,MP:0013975,phenotype,abnormal coronary sinus connection,8
35,ENSEMBL:ENSBTAG00000020262,gene,ENSEMBL:ENSBTAG00000020262,4
36,Xenbase:XB-GENE-995345,gene,map6,4
37,MP:0003063,phenotype,increased coping response,8
38,FlyBase:FBgn0024754,gene,Flo1,4
39,WBPhenotype:0000490,phenotype,pharynx disorganized,8
40,ZFIN:ZDB-GENE-040426-1110,gene,strap,4
41,WormBase:WBGene00003048,gene,lit-1,4
42,MP:0001074,phenotype,abnormal vagus nerve morphology,8
43,ENSEMBL:ENSMODG00000000956,gene,ENSEMBL:ENSMODG00000000956,4
44,MP:0009933,phenotype,abnormal tail hair pigmentation,8
45,ENSEMBL:ENSRNOG00000033057,gene,D3ZGY4,4
46,WBPhenotype:0000462,phenotype,paraquat hypersensitive,8
47,Coriell:GM04767,biological artifact,NIGMS-GM04767,0
48,FlyBase:FBgn0019960,gene,Mitofilin,4
49,ENSEMBL:ENSCAFG00000009660,gene,ENSEMBL:ENSCAFG00000009660,4
50,3533,drug,ruboxistaurin,3
51,HP:0000135,phenotype,Hypogonadism,8
52,Xenbase:XB-GENE-485307,gene,mhc1a,4
53,FBcv:0000672,phenotype,abnormal endomitotic cell cycle,8
54,ENSEMBL:ENSGALG00000008424,gene,ENSEMBL:ENSGALG00000008424,4
55,ZP:0001382,phenotype,"retinal inner nuclear layer morphology, abnormal",8
56,MONARCH:APO_0000081APO_0000003,phenotype,killer toxin resistance:decreased,8
57,MGI:2136841,gene,Morc3,4
58,ZP:0016901,phenotype,"CaP motoneuron decreased length, abnormal",8
59,ENSEMBL:ENSRNOG00000001893,gene,ENSEMBL:ENSRNOG00000001893,4
60,HP:0200035,phenotype,Skin plaque,8
61,EFO:0007825,phenotype,balding measurement,8
62,RGD:735133,gene,Plekha4,4
63,RGD:3380,gene,Ppp2ca,4
64,MGI:1858210,gene,Stx7,4
65,MP:0002941,phenotype,increased circulating alanine transaminase level,8
66,dictyBase:DDB_G0284177,gene,DDB0185880,4
67,MGI:1096327,gene,Axin1,4
68,HP:0000118,phenotype,human phenotypic abnormality,8
69,MGI:105922,gene,Rpl13,4
70,Xenbase:XB-GENE-479691,gene,psmb7.2,4
71,MP:0003047,phenotype,abnormal thoracic vertebrae morphology,8
72,SGD:S000001556,gene,LHS1,4
73,FlyBase:FBgn0026176,gene,SkpB,4
74,HP:0002167,phenotype,Neurological speech impairment,8
75,ZP:0138431,phenotype,"retinal pigmented epithelium incomplete structure, abnormal",8
76,MP:0003123,phenotype,paternal imprinting,8
77,ZP:0004336,phenotype,"pigmentation delayed, abnormal",8
78,ENSEMBL:ENSSSCG00000021834,gene,ERCC6L,4
79,MP:0009767,phenotype,decreased sensitivity to xenobiotic induced morbidity/mortality,8
80,ENSEMBL:ENSOANG00000009869,gene,ENSEMBL:ENSOANG00000009869,4
81,ENSEMBL:ENSBTAG00000052438,gene,ENSEMBL:ENSBTAG00000052438,4
82,ENSEMBL:ENSECAG00000018079,gene,ENSEMBL:ENSECAG00000018079,4
83,MGI:1926953,gene,Ctdp1,4
84,PomBase:SPBC947.02,gene,apl2,4
85,ENSEMBL:ENSBTAG00000011067,gene,IL17RA,4
86,MP:0012319,phenotype,fast extinction of fear memory,8
87,SGD:S000005364,gene,SIN3,4
88,ZP:0000324,phenotype,"whole organism decreased size, abnormal",8
89,HP:0011390,phenotype,Morphological abnormality of the inner ear,8
90,MONARCH:APO_0000052APO_0000004,phenotype,cell size:increased,8
91,ENSEMBL:ENSBTAG00000052778,gene,A0A3Q1LJX4,4
92,HGNC:1442,gene,CALM1,4
93,dictyBase:DDB_G0290629,gene,DDB0189005,4
94,MGI:95757,gene,Slc2a3,4
95,HGNC:16666,gene,KIF9,4
96,WBPhenotype:0002159,phenotype,increased pathogen accumulation,8
97,ZP:0000570,phenotype,"gut quality, abnormal",8
98,FlyBase:FBgn0031657,gene,Polr1C,4
99,HP:0020119,phenotype,Abnormal retinal nerve fiber layer morphology,8
100,MGI:1349722,gene,Pabpc1,4
101,ZP:0000528,phenotype,"cardiac ventricle decreased size, abnormal",8
102,1494,drug,fluostigmine,3
103,RGD:620578,gene,Sh3gl3,4
104,5388,drug,selumetinib,3
105,PomBase:SPBC1734.16c,gene,pst3,4
106,ENSEMBL:ENSPTRG00000009021,gene,ENSEMBL:ENSPTRG00000009021,4
107,ENSEMBL:ENSPTRG00000015954,gene,ENSEMBL:ENSPTRG00000015954,4
108,WBPhenotype:0000605,phenotype,reproductive system morphology variant,8
109,MP:0000438,phenotype,abnormal cranium morphology,8
110,ENSEMBL:ENSBTAG00000004565,gene,A0A3Q1LLH1,4
111,HP:0002515,phenotype,Waddling gait,8
112,MGI:5429327,genotype,Tg(HDexon1)62Gpb [B6.Cg-Tg(HDexon1)62Gpb/240],6
113,ZP:0000581,phenotype,"cranium edematous, abnormal",8
114,ENSEMBL:ENSACAG00000011713,gene,ENSEMBL:ENSACAG00000011713,4
115,ENSEMBL:ENSOANG00000036065,gene,ENSEMBL:ENSOANG00000036065,4
116,MP:0009358,phenotype,environmentally induced seizures,8
117,HP:0001406,phenotype,Intrahepatic cholestasis,8
118,HGNC:21091,gene,ZNF451,4
119,ENSEMBL:ENSDARG00000116968,gene,A0A2R8RR55,4
120,PomBase:SPAC589.07c,gene,atg1801,4
121,MP:0005458,phenotype,increased percent body fat/body weight,8
122,ENSEMBL:ENSCAFG00000010822,gene,ENSEMBL:ENSCAFG00000010822,4
123,ENSEMBL:ENSACAG00000024548,gene,ENSEMBL:ENSACAG00000024548,4
124,ENSEMBL:ENSSSCG00000024679,gene,UPF3A,4
125,ZP:0000537,phenotype,"intersegmental vessel collapsed, abnormal",8
126,ENSEMBL:ENSBTAG00000020963,gene,ENSEMBL:ENSBTAG00000020963,4
127,HP:0003444,phenotype,EMG: chronic denervation signs,8
128,ZP:0018607,phenotype,"rhombomere 3 morphogenesis process quality, abnormal",8
129,MONARCH:APO_0000224APO_0000004,phenotype,RNA accumulation:increased,8
130,MP:0000031,phenotype,abnormal cochlea morphology,8
131,ENSEMBL:ENSMODG00000015062,gene,ENSEMBL:ENSMODG00000015062,4
132,ZP:0003404,phenotype,"cerebral spinal fluid increased volume, abnormal",8
133,HP:0001660,phenotype,Truncus arteriosus,8
134,MONARCH:APO_0000089APO_0000002,phenotype,budding index:abnormal,8
135,ENSEMBL:ENSECAG00000017197,gene,ENSEMBL:ENSECAG00000017197,4
136,MP:0003209,phenotype,abnormal pulmonary elastic fiber morphology,8
137,ENSEMBL:ENSOANG00000048512,gene,ENSEMBL:ENSOANG00000048512,4
138,ZP:0000386,phenotype,"mid diencephalic organizer increased thickness, abnormal",8
139,ENSEMBL:ENSFCAG00000041725,gene,ENSEMBL:ENSFCAG00000041725,4
140,WBPhenotype:0000270,phenotype,pleiotropic defects severe early emb,8
141,dictyBase:DDB_G0290187,gene,hspH,4
142,ZP:0000138,phenotype,"chondrocyte disorganized, abnormal",8
143,Xenbase:XB-GENE-970603,gene,psmb1,4
144,HP:0007165,phenotype,Periventricular heterotopia,8
145,HP:0002460,phenotype,Distal muscle weakness,8
146,ZP:0102743,phenotype,"ceratohyal cartilage decreased amount, abnormal",8
147,MGI:1914943,gene,Hypk,4
148,ZFIN:ZDB-GENE-040426-1272,gene,ddb1,4
149,MP:0002855,phenotype,abnormal cochlear ganglion morphology,8
150,HP:0001410,phenotype,Decreased liver function,8
151,ZP:0005613,phenotype,"erythroblast immature, abnormal",8
152,HP:0005487,phenotype,Prominent metopic ridge,8
153,SGD:S000000112,gene,FUS3,4
154,ENSEMBL:ENSECAG00000009115,gene,ENSEMBL:ENSECAG00000009115,4
155,ZP:0000382,phenotype,"primary neuron tract of the postoptic commissure morphology, abnormal",8
156,ENSEMBL:ENSCAFG00000019170,gene,ENSEMBL:ENSCAFG00000019170,4
157,ENSEMBL:ENSCAFG00000011417,gene,LOC100856765,4
158,ZP:0000358,phenotype,"forebrain quality, abnormal",8
159,MP:0001706,phenotype,abnormal left-right axis patterning,8
160,Xenbase:XB-GENE-491581,gene,hnrnpl,4
161,MP:0000852,phenotype,small cerebellum,8
162,WormBase:WBGene00010263,gene,wago-4,4
163,ENSEMBL:ENSMMUG00000056744,gene,ENSEMBL:ENSMMUG00000056744,4
164,PomBase:SPBC16G5.11c,gene,bag101,4
165,HGNC:1918,gene,CHD3,4
166,Xenbase:XB-GENE-5879626,gene,lamtor1,4
167,RGD:1593284,gene,Hspa1a,4
168,MGI:2152414,gene,Ipo7,4
169,MP:0004937,phenotype,dilated heart,8
170,RGD:620247,gene,Cetn2,4
171,FlyBase:FBgn0013348,gene,TpnC41C,4
172,ZP:0004246,phenotype,"response to ionizing radiation disrupted, abnormal",8
173,MP:0001413,phenotype,abnormal response to new environment,8
174,MP:0005280,phenotype,abnormal fatty acids level,8
175,ZFIN:ZDB-GENE-041001-205,gene,adgb,4
176,MP:0009405,phenotype,increased skeletal muscle fiber number,8
177,WormBase:WBGene00013168,gene,arp-1,4
178,RGD:2840,gene,Hspa1b,4
179,Xenbase:XB-GENE-489122,gene,actn2,4
180,HP:0004429,phenotype,Recurrent viral infections,8
181,ENSEMBL:ENSMODG00000015810,gene,ENSEMBL:ENSMODG00000015810,4
182,ENSEMBL:ENSECAG00000000734,gene,ENSEMBL:ENSECAG00000000734,4
183,ENSEMBL:ENSOANG00000003658,gene,ENSEMBL:ENSOANG00000003658,4
184,ENSEMBL:ENSOANG00000039549,gene,ENSEMBL:ENSOANG00000039549,4
185,PomBase:SPBC2F12.13,gene,klp5,4
186,ENSEMBL:ENSMODG00000010827,gene,ENSEMBL:ENSMODG00000010827,4
187,MP:0010047,phenotype,axonal spheroids,8
188,WBPhenotype:0000135,phenotype,gene expression level high,8
189,ZP:0002702,phenotype,"endoplasmic reticulum chondrocyte morphology, abnormal",8
190,ENSEMBL:ENSACAG00000001226,gene,ENSEMBL:ENSACAG00000001226,4
191,HP:0001298,phenotype,Encephalopathy,8
192,MP:0004747,phenotype,abnormal cochlear OHC afferent innervation pattern,8
193,ZP:0007731,phenotype,"myotome detached from myofibril vertical myoseptum, abnormal",8
194,HP:0100738,phenotype,Abnormal eating behavior,8
195,WBPhenotype:0001430,phenotype,lysosome organization biogenesis variant,8
196,RGD:727907,gene,Tenm2,4
197,SGD:S000004798,gene,HSC82,4
198,ZP:0004009,phenotype,"head size, abnormal",8
199,ZP:0011530,phenotype,"epiboly involved in gastrulation with mouth forming second process quality, abnormal",8
200,ENSEMBL:ENSFCAG00000000695,gene,ENSEMBL:ENSFCAG00000000695,4
201,EFO:0004305,phenotype,erythrocyte count,8
202,ENSEMBL:ENSCAFG00000004725,gene,CDK5,4
203,Xenbase:XB-GENE-967908,gene,ddb1,4
204,ENSEMBL:ENSECAG00000022119,gene,ENSEMBL:ENSECAG00000022119,4
205,FBcv:0000354,phenotype,visible,8
206,MGI:101920,gene,Ap2a2,4
207,ENSEMBL:ENSGALG00000052686,gene,MHCIA6,4
208,ENSEMBL:ENSMMUG00000017758,gene,ENSEMBL:ENSMMUG00000017758,4
209,ZP:0003336,phenotype,"pronephric duct cystic, abnormal",8
210,MONARCH:APO_0000075APO_0000003,phenotype,endocytosis:decreased,8
211,WBPhenotype:0001485,phenotype,ER stress response variant,8
212,Xenbase:XB-GENE-486199,gene,pias4,4
213,ENSEMBL:ENSCAFG00000010836,gene,CENPE,4
214,ENSEMBL:ENSGALG00000004222,gene,HK1,4
215,ENSEMBL:ENSSSCG00000031302,gene,CTBP1,4
216,ENSEMBL:ENSECAG00000022516,gene,ENSEMBL:ENSECAG00000022516,4
217,ZP:0019985,phenotype,"whole organism has extra parts of type neural tube, abnormal",8
218,WBPhenotype:0001792,phenotype,nuclei small,8
219,WBPhenotype:0000075,phenotype,cuticle attachment variant,8
220,ENSEMBL:ENSSSCG00000001757,gene,ENSEMBL:ENSSSCG00000001757,4
221,ENSEMBL:ENSBTAG00000024787,gene,HAUS3,4
222,WBPhenotype:0000765,phenotype,spindle elongation integrity defective early emb,8
223,WBPhenotype:0001444,phenotype,aqueous adaptation defective,8
224,ENSEMBL:ENSMODG00000004742,gene,ENSEMBL:ENSMODG00000004742,4
225,ENSEMBL:ENSOANG00000009317,gene,ENSEMBL:ENSOANG00000009317,4
226,ENSEMBL:ENSSSCG00000007431,gene,CTSA,4
227,MP:0014218,phenotype,increased intestinal mucosa thickness,8
228,MP:0004165,phenotype,abnormal lateral geniculate nucleus morphology,8
229,HP:0000517,phenotype,Abnormality of the lens,8
230,HP:0040238,phenotype,Impaired neutrophil chemotaxis,8
231,PomBase:SPBC1347.12,gene,arp1,4
232,HP:0002136,phenotype,Broad-based gait,8
233,ENSEMBL:ENSSSCG00000012757,gene,ENSEMBL:ENSSSCG00000012757,4
234,ENSEMBL:ENSFCAG00000000249,gene,ENSEMBL:ENSFCAG00000000249,4
235,ENSEMBL:ENSMMUG00000007524,gene,ENSEMBL:ENSMMUG00000007524,4
236,ENSEMBL:ENSMMUG00000022495,gene,ENSEMBL:ENSMMUG00000022495,4
237,ZP:0002516,phenotype,"pronephric glomerulus cystic, abnormal",8
238,ZP:0009508,phenotype,"cerebellar granule cell decreased amount, abnormal",8
239,ENSEMBL:ENSACAG00000022657,gene,ENSEMBL:ENSACAG00000022657,4
240,EFO:0004346,phenotype,neuroimaging measurement,8
241,ENSEMBL:ENSGALG00000034374,gene,ENSEMBL:ENSGALG00000034374,4
242,1763,drug,methylthioninium chloride,3
243,WormBase:WBGene00016081,gene,C25A6.1,4
244,ENSEMBL:ENSECAG00000005572,gene,ENSEMBL:ENSECAG00000005572,4
245,ENSEMBL:ENSRNOG00000059770,gene,F1M9F3,4
246,ZP:0002361,phenotype,"endodermal cell decreased amount, abnormal",8
247,PomBase:SPAC22F3.11c,gene,snu23,4
248,ENSEMBL:ENSCAFG00000004985,gene,ACTR3,4
249,dictyBase:DDB_G0273249,gene,hspE-1,4
250,MP:0003448,phenotype,abnormal tumor morphology,8
251,WBPhenotype:0001950,phenotype,diplotene region organization variant,8
252,ENSEMBL:ENSPTRG00000008130,gene,ENSEMBL:ENSPTRG00000008130,4
253,MONARCH:APO_0000105APO_0000003,phenotype,mitochondrial genome maintenance:decreased,8
254,ENSEMBL:ENSPTRG00000011966,gene,ENSEMBL:ENSPTRG00000011966,4
255,ZFIN:ZDB-GENE-030131-6334,gene,brf1a,4
256,ENSEMBL:ENSOANG00000000140,gene,ENSEMBL:ENSOANG00000000140,4
257,ENSEMBL:ENSCAFG00000015834,gene,ENSEMBL:ENSCAFG00000015834,4
258,RGD:1359542,gene,Ubac1,4
259,FlyBase:FBgn0040232,gene,cmet,4
260,ENSEMBL:ENSACAG00000002311,gene,ENSEMBL:ENSACAG00000002311,4
261,759,drug,cycloserine,3
262,ZP:0006387,phenotype,"retinal inner nuclear layer absent, abnormal",8
263,WormBase:WBGene00014158,gene,ZK938.1,4
264,ENSEMBL:ENSGALG00000016579,gene,ENSEMBL:ENSGALG00000016579,4
265,ENSEMBL:ENSECAG00000020408,gene,ENSEMBL:ENSECAG00000020408,4
266,SGD:S000006312,gene,RPN7,4
267,FlyBase:FBgn0004379,gene,Klp67A,4
268,dictyBase:DDB_G0276237,gene,DDB_G0276237,4
269,ENSEMBL:ENSBTAG00000053386,gene,RAB43,4
270,WormBase:WBGene00013598,gene,vps-28,4
271,PomBase:SPCC63.08c,gene,atg1,4
272,ENSEMBL:ENSPTRG00000017438,gene,ENSEMBL:ENSPTRG00000017438,4
273,PomBase:SPAC589.10c,gene,ubi5,4
274,HGNC:9284,gene,PPP1R10,4
275,ZP:0000657,phenotype,"retinal ganglion cell decreased amount, abnormal",8
276,dictyBase:DDB_G0282653,gene,DDB0230049,4
277,ENSEMBL:ENSCAFG00000003298,gene,DNALI1,4
278,ZFIN:ZDB-GENE-050320-48,gene,ube2ka,4
279,MP:0008074,phenotype,"increased CD4-positive, alpha beta T cell number",8
280,MP:0001674,phenotype,abnormal germ layer development,8
281,MP:0002797,phenotype,increased thigmotaxis,8
282,ENSEMBL:ENSCAFG00000023617,gene,LOC106558132,4
283,ZFIN:ZDB-GENE-041024-9,gene,prrc1,4
284,MP:0004799,phenotype,increased susceptibility to experimental autoimmune encephalomyelitis,8
285,MP:0001658,phenotype,increased mortality induced by gamma-irradiation,8
286,ENSEMBL:ENSFCAG00000032566,gene,ENSEMBL:ENSFCAG00000032566,4
287,ENSEMBL:ENSPTRG00000003063,gene,ENSEMBL:ENSPTRG00000003063,4
288,ENSEMBL:ENSG00000253978,gene,ENSEMBL:ENSG00000253978,4
289,PomBase:SPCC970.10c,gene,brl2,4
290,ENSEMBL:ENSBTAG00000012235,gene,ENSEMBL:ENSBTAG00000012235,4
291,FlyBase:FBgn0038145,gene,Droj2,4
292,ENSEMBL:ENSMMUG00000004560,gene,ENSEMBL:ENSMMUG00000004560,4
293,ENSEMBL:ENSMODG00000011679,gene,ENSEMBL:ENSMODG00000011679,4
294,HP:0001166,phenotype,Arachnodactyly,8
295,WBPhenotype:0000329,phenotype,pumping asynchronous,8
296,EFO:0010078,phenotype,dentures,8
297,MP:0000850,phenotype,absent cerebellum,8
298,ZP:0001318,phenotype,"ceratobranchial cartilage decreased amount, abnormal",8
299,ENSEMBL:ENSSSCG00000017514,gene,KPNB1,4
300,ZP:0017123,phenotype,"atrium size, abnormal",8
301,WBPhenotype:0001932,phenotype,myopodia present,8
302,ENSEMBL:ENSPTRG00000007393,gene,ENSEMBL:ENSPTRG00000007393,4
303,PomBase:SPBC215.15,gene,sec13,4
304,HP:0040170,phenotype,Abnormality of hair growth,8
305,ENSEMBL:ENSPTRG00000003073,gene,ENSEMBL:ENSPTRG00000003073,4
306,FBcv:0000424,phenotype,abnormal cell death,8
307,ENSEMBL:ENSGALG00000034475,gene,EIF3G,4
308,ENSEMBL:ENSECAG00000016097,gene,ENSEMBL:ENSECAG00000016097,4
309,ENSEMBL:ENSCAFG00000048508,gene,A0A5F4DC43,4
310,ENSEMBL:ENSECAG00000001231,gene,ENSEMBL:ENSECAG00000001231,4
311,HP:0000207,phenotype,Triangular mouth,8
312,HP:0006891,phenotype,Thick cerebral cortex,8
313,ENSEMBL:ENSSSCG00000044778,gene,DPPA4,4
314,ZFIN:ZDB-GENE-040122-3,gene,rab5ab,4
315,MP:0004268,phenotype,abnormal optic stalk morphology,8
316,ENSEMBL:ENSFCAG00000008858,gene,ENSEMBL:ENSFCAG00000008858,4
317,MGI:2389466,variant,Tg(HDexon1)61Gpb,10
318,HP:0000529,phenotype,Progressive visual loss,8
319,ZP:0101816,phenotype,"neuromuscular junction ventral root structure, abnormal",8
320,P20618,gene product,Proteasome subunit beta type-1,5
321,MP:0010225,phenotype,abnormal quadriceps morphology,8
322,HP:0000650,phenotype,Abnormal amplitude of pattern reversal visual evoked potentials,8
323,ZFIN:ZDB-GENE-040426-1029,gene,rae1,4
324,ZP:0019546,phenotype,"opercle decreased amount, abnormal",8
325,FlyBase:FBgn0024997,gene,CG2681,4
326,ENSEMBL:ENSMODG00000004380,gene,ENSEMBL:ENSMODG00000004380,4
327,ZP:0106396,phenotype,"ceratobranchial 1 cartilage decreased amount, abnormal",8
328,HGNC:20778,gene,TUBB,4
329,HP:0006543,phenotype,Cardiorespiratory arrest,8
330,ZP:0104386,phenotype,"caudal artery increased distribution, abnormal",8
331,MP:0008160,phenotype,increased diameter of humerus,8
332,ENSEMBL:ENSFCAG00000000629,gene,ENSEMBL:ENSFCAG00000000629,4
333,MONARCH:APO_0000071APO_0000003,phenotype,cytokinesis:decreased,8
334,ZP:0000303,phenotype,"cell cycle arrested, abnormal",8
335,HGNC:8607,gene,PRKN,4
336,MP:0002837,phenotype,dystrophic cardiac calcinosis,8
337,ENSEMBL:ENSECAG00000016700,gene,ENSEMBL:ENSECAG00000016700,4
338,ENSEMBL:ENSSSCG00000008881,gene,RAPGEF2,4
339,XPO:0115436,phenotype,abnormally delayed closure of blastopore,8
340,HP:0000648,phenotype,Optic atrophy,8
341,HGNC:17142,gene,OPTN,4
342,HP:0002718,phenotype,Recurrent bacterial infections,8
343,WormBase:WBGene00022069,gene,eel-1,4
344,dbSNP:rs78621558,variant,rs78621558-?,10
345,MGI:1925583,gene,Prpf40b,4
346,ENSEMBL:ENSECAG00000023974,gene,ENSEMBL:ENSECAG00000023974,4
347,Coriell:GM06773,biological artifact,NIGMS-GM06773,0
348,dictyBase:DDB_G0277915,gene,gefI,4
349,MP:0001302,phenotype,eyelids open at birth,8
350,ZP:0006325,phenotype,"axis specification arrested, abnormal",8
351,ENSEMBL:ENSPTRG00000003943,gene,ENSEMBL:ENSPTRG00000003943,4
352,ENSEMBL:ENSFCAG00000012038,gene,ENSEMBL:ENSFCAG00000012038,4
353,FlyBase:FBgn0017550,gene,Rga,4
354,ENSEMBL:ENSBTAG00000023978,gene,ENSEMBL:ENSBTAG00000023978,4
355,Xenbase:XB-GENE-990470,gene,kif18a,4
356,HP:0006892,phenotype,Frontotemporal cerebral atrophy,8
357,MP:0003062,phenotype,abnormal coping response,8
358,ENSEMBL:ENSMMUG00000014207,gene,ENSEMBL:ENSMMUG00000014207,4
359,ZP:0000505,phenotype,"retinal cone cell decreased amount, abnormal",8
360,ENSEMBL:ENSMMUG00000008213,gene,ENSEMBL:ENSMMUG00000008213,4
361,MP:0010286,phenotype,increased plasmacytoma incidence,8
362,HP:0040088,phenotype,Abnormal lymphocyte count,8
363,ENSEMBL:ENSECAG00000007220,gene,ENSEMBL:ENSECAG00000007220,4
364,ENSEMBL:ENSSSCG00000004119,gene,GRM1,4
365,MGI:96250,gene,Hsp90aa1,4
366,ZP:0106515,phenotype,"cardiac muscle cell cardiac ventricle condensed, abnormal",8
367,MP:0001415,phenotype,increased exploration in new environment,8
368,MGI:2144790,gene,Ighg3,4
369,WBPhenotype:0000228,phenotype,spontaneous mutation rate increased,8
370,WBPhenotype:0000145,phenotype,fertility phenotype,8
371,ZP:0004084,phenotype,"cilium otic vesicle decreased amount, abnormal",8
372,WormBase:WBGene00007699,gene,C24H11.1,4
373,MP:0002753,phenotype,dilated heart left ventricle,8
374,HP:0011054,phenotype,Agenesis of molar,8
375,ENSEMBL:ENSCAFG00000015827,gene,PFN1,4
376,HGNC:115,gene,ACLY,4
377,ZP:0000819,phenotype,"pharyngeal arch 2 decreased size, abnormal",8
378,RGD:621353,gene,Cltb,4
379,WormBase:WBGene00009977,gene,swan-1,4
380,ZP:0000160,phenotype,"whole organism wholly dorsalized, abnormal",8
381,ENSEMBL:ENSGALG00000051479,gene,CDK5,4
382,ENSEMBL:ENSPTRG00000045358,gene,ENSEMBL:ENSPTRG00000045358,4
383,MP:0002736,phenotype,abnormal nociception after inflammation,8
384,MP:0030252,phenotype,narrow frontonasal prominence,8
385,WBPhenotype:0002213,phenotype,kinase activity reduced,8
386,ZP:0018479,phenotype,"spinal cord decreased process quality motor neuron axon guidance, abnormal",8
387,ENSEMBL:ENSMMUG00000001264,gene,ENSEMBL:ENSMMUG00000001264,4
388,ZFIN:ZDB-GENE-040822-13,gene,gga1,4
389,ENSEMBL:ENSBTAG00000007390,gene,VAT1,4
390,FlyBase:FBgn0000253,gene,Cam,4
391,EFO:0004584,phenotype,mean platelet volume,8
392,MP:0004753,phenotype,abnormal miniature excitatory postsynaptic currents,8
393,HP:0000726,phenotype,Dementia,8
394,ZP:0106466,phenotype,"primordial germ cell has extra parts of type microtubule organizing center primordial germ cell, abnormal",8
395,MP:0001188,phenotype,hyperpigmentation,8
396,ZP:0100129,phenotype,"skeletal muscle decreased occurrence skeletal myofibril assembly, abnormal",8
397,dictyBase:DDB_G0283857,gene,lig3,4
398,ENSEMBL:ENSMODG00000017226,gene,ENSEMBL:ENSMODG00000017226,4
399,PomBase:SPBC18H10.03,gene,tif307,4
400,EFO:0004833,phenotype,neutrophil count,8
401,ENSEMBL:ENSPTRG00000007938,gene,ENSEMBL:ENSPTRG00000007938,4
402,WBPhenotype:0001043,phenotype,interphase entry defective early emb,8
403,HP:0012647,phenotype,Abnormal inflammatory response,8
404,dictyBase:DDB_G0267754,gene,DDB_G0267754,4
405,HP:0009887,phenotype,Abnormality of hair pigmentation,8
406,ZP:0001385,phenotype,"Rohon-Beard neuron displaced to axis spinal cord, abnormal",8
407,dictyBase:DDB_G0281363,gene,DDB0204159,4
408,WBPhenotype:0000294,phenotype,intestine dark,8
409,ENSEMBL:ENSGALG00000005517,gene,KIF9,4
410,Coriell:GM02146,biological artifact,NIGMS-GM02146,0
411,FBcv:0000006,phenotype,male semi-fertile,8
412,ZP:0000589,phenotype,"central artery decreased branchiness, abnormal",8
413,ENSEMBL:ENSSSCG00000007700,gene,HIP1,4
414,MP:0001093,phenotype,small trigeminal ganglion,8
415,P53396,gene product,ATP-citrate synthase,5
416,WBPhenotype:0001172,phenotype,programmed cell death variant,8
417,EnsemblGenome:AT2G32390,gene,EnsemblGenome:AT2G32390,4
418,RGD:1309400,gene,Ift20,4
419,ZP:0019003,phenotype,"pronephric proximal straight tubule increased distribution, abnormal",8
420,HGNC:561,gene,AP2A1,4
421,SGD:S000001072,gene,SLT2,4
422,MP:0001489,phenotype,decreased startle reflex,8
423,ENSEMBL:ENSPTRG00000017230,gene,ENSEMBL:ENSPTRG00000017230,4
424,MGI:88218,gene,Commd3,4
425,MGI:1926421,gene,Tcerg1,4
426,MGI:96193,gene,Hoxc11,4
